id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1492490261347373062,1491799322274398215,2022-02-12 14:26:22 CET,2022-02-12,14:26:22,+0100,1359640094198669312,nean61170806,Nean Alexandra,,"@JaniceC28477503 @CamillaTominey EarthShot winners and finalists got to promote their work and #DP_World gave two, £500,000 each to develop their innovations 💕 https://t.co/MtFCRjn3V8  https://t.co/Zz6w2navtA",en,[],['https://twitter.com/EarthshotPrize/status/1491835296467628034?t=JcGCPpNCWJZffPjL85QfRw&s=19'],"['https://pbs.twimg.com/media/FLZj-TPWUAY4vsL.jpg', 'https://pbs.twimg.com/media/FLZj-4yXEAoW8Xc.jpg']",1,1,44,['dp_world'],[],https://twitter.com/Nean61170806/status/1492490261347373062,False,https://twitter.com/EarthshotPrize/status/1491835296467628034?t=JcGCPpNCWJZffPjL85QfRw&s=19,1,https://pbs.twimg.com/media/FLZj-TPWUAY4vsL.jpg,,,,,,,"[{'screen_name': 'JaniceC28477503', 'name': 'Janice Cartwright', 'id': '1368042167315349511'}, {'screen_name': 'CamillaTominey', 'name': 'Camilla Tominey', 'id': '54892956'}]",,,,
1492399864147496964,1492399864147496964,2022-02-12 08:27:09 CET,2022-02-12,08:27:09,+0100,1408348488262307844,dpj_001,Dp_WorlD....🕊️🕊️,,ಕನಸುಗಳನ್ನು ತೇಲಿ ಬಿಟ್ಟೇ.....🪂🌐🕊️🕊️ ಕೆಲವು ದಡ ಸೇರಿದವು..🌱🌿 ಕೆಲವು ಮುಳುಗಿ ಹೋದವು...▪️◾◼️ 🚣🚣🚣🚣🚣🚣 #Indian #Dp_WorlD,kn,[],[],[],0,1,2,"['indian', 'dp_world']",[],https://twitter.com/Dpj_001/status/1492399864147496964,False,,0,,,,,,,,[],,,,
1492316180614467590,1492180107892609035,2022-02-12 02:54:38 CET,2022-02-12,02:54:38,+0100,1359640094198669312,nean61170806,Nean Alexandra,,@DP_World @JudithNeile @tusk_org @expo2020dubai Thank you #DP_World 💕. #Tusk is an amazing organisation and I am glad you have joined forces to help protect lions in the wild 👏💕🇦🇪🦁,en,[],[],[],0,0,1,"['dp_world', 'tusk']",[],https://twitter.com/Nean61170806/status/1492316180614467590,False,,0,,,,,,,,"[{'screen_name': 'DP_World', 'name': 'DP World', 'id': '159153710'}, {'screen_name': 'JudithNeile', 'name': 'Lielikealady', 'id': '1240472271409401862'}, {'screen_name': 'tusk_org', 'name': 'Tusk', 'id': '93383829'}, {'screen_name': 'expo2020dubai', 'name': 'Expo 2020 Dubai', 'id': '408338751'}]",,,,
1492183718102016004,1492022100772724745,2022-02-11 18:08:16 CET,2022-02-11,18:08:16,+0100,1359640094198669312,nean61170806,Nean Alexandra,,@MayhewCharlie @DP_World @EarthshotPrize @united4wildlife @tusk_org @KensingtonRoyal Yes thank you #DP_World for supporting these wonderful charities and innovations 👏,en,[],[],[],0,0,0,['dp_world'],[],https://twitter.com/Nean61170806/status/1492183718102016004,False,,0,,,,,,,,"[{'screen_name': 'MayhewCharlie', 'name': 'Charlie Mayhew', 'id': '418725052'}, {'screen_name': 'DP_World', 'name': 'DP World', 'id': '159153710'}, {'screen_name': 'EarthshotPrize', 'name': 'The Earthshot Prize', 'id': '1182663999332278272'}, {'screen_name': 'united4wildlife', 'name': 'United for Wildlife', 'id': '1652460752'}, {'screen_name': 'tusk_org', 'name': 'Tusk', 'id': '93383829'}, {'screen_name': 'KensingtonRoyal', 'name': 'The Duke and Duchess of Cambridge', 'id': '2812768561'}]",,,,
1491891910876749824,1491787980935077894,2022-02-10 22:48:44 CET,2022-02-10,22:48:44,+0100,1359640094198669312,nean61170806,Nean Alexandra,,@KensingtonRoyal @EarthshotPrize @expo2020dubai It is brilliant the @EarthshotPrize winners and finalists are getting to showcase their innovations at #Expo2020 👏👏  Well done to those that received funding for expansion by #DP_World,en,"[{'screen_name': 'earthshotprize', 'name': 'the earthshot prize', 'id': '1182663999332278272'}]",[],[],0,0,1,"['expo2020', 'dp_world']",[],https://twitter.com/Nean61170806/status/1491891910876749824,False,,0,,,,,,,,"[{'screen_name': 'KensingtonRoyal', 'name': 'The Duke and Duchess of Cambridge', 'id': '2812768561'}, {'screen_name': 'EarthshotPrize', 'name': 'The Earthshot Prize', 'id': '1182663999332278272'}, {'screen_name': 'expo2020dubai', 'name': 'Expo 2020 Dubai', 'id': '408338751'}]",,,,
1490586946992812035,1490586946992812035,2022-02-07 08:23:16 CET,2022-02-07,08:23:16,+0100,274841449,cnbcarabia,CNBC Arabia,,شركة #DP_World الإماراتية تسجل زيادة 9.4% في حجم مناولة الحاويات في 2021   https://t.co/ckayihhTb0,ar,[],['http://ow.ly/mPx350HNQ8c'],[],1,2,5,['dp_world'],[],https://twitter.com/CNBCArabia/status/1490586946992812035,False,,0,,,,,,,,[],,,,
1489742029366374403,1489742029366374403,2022-02-05 00:25:52 CET,2022-02-05,00:25:52,+0100,1408348488262307844,dpj_001,Dp_WorlD....🕊️🕊️,,#ಸಂಚಾರಿ #Dp_WorlD  https://t.co/0V8EIMKzAx,und,[],[],[],0,0,0,"['ಸಂಚಾರಿ', 'dp_world']",[],https://twitter.com/Dpj_001/status/1489742029366374403,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1489741988648067075/pu/img/xgO39Y8qKjuFvliD.jpg,,,,,,,[],,,,
1488377369975222274,1488377369975222274,2022-02-01 06:03:12 CET,2022-02-01,06:03:12,+0100,2851614722,aswagalmal,Amro Zakaria Abdu,,#DP_World signs agreement with another major tenant at #London Gateway  https://t.co/ookVxhZWxa,en,[],['https://www.shdlogistics.com/property/dp-world-signs-agreement-another-major-tenant-london-gateway'],[],0,1,2,"['dp_world', 'london']",[],https://twitter.com/aswagalmal/status/1488377369975222274,False,,0,,,,,,,,[],,,,
1487180213926699013,1487180213926699013,2022-01-28 22:46:08 CET,2022-01-28,22:46:08,+0100,1328596999101435905,princehamdan79,Prince Hamdan Fan Page,,"Today, I visited the #DP_World Pavilion at #expo2020dubai. DP World is integral to cementing Dubai’s status as a global hub for shipping &amp; trade. Our national institutions play a key role in delivering our message to the world &amp; maintaining our competitive edge.  https://t.co/FAxL79R9Hf",en,[],[],"['https://pbs.twimg.com/media/FKOGhH_WUAY_1Kh.jpg', 'https://pbs.twimg.com/media/FKOGhIBWQAYMFXI.jpg', 'https://pbs.twimg.com/media/FKOGhH8X0AQWfBc.jpg', 'https://pbs.twimg.com/media/FKOGhH_XsAYz80g.jpg']",5,3,25,"['dp_world', 'expo2020dubai']",[],https://twitter.com/PrinceHamdan79/status/1487180213926699013,False,,1,https://pbs.twimg.com/media/FKOGhH_WUAY_1Kh.jpg,,,,,,,[],,,,
1484731371306512384,1484731371306512384,2022-01-22 04:35:18 CET,2022-01-22,04:35:18,+0100,1408348488262307844,dpj_001,Dp_WorlD....🕊️🕊️,,"The world can only be grasped by action, not by contemplation.  #Dp_WorlD",en,[],[],[],0,0,0,['dp_world'],[],https://twitter.com/Dpj_001/status/1484731371306512384,False,,0,,,,,,,,[],,,,
1484150349032472576,1484140137168752641,2022-01-20 14:06:32 CET,2022-01-20,14:06:32,+0100,1408348488262307844,dpj_001,Dp_WorlD....🕊️🕊️,,@UNFCCC @EarthlingEco Save earth 🌎 Save Trees 🌲🌲🌲 #Dp_WorlD,en,[],[],[],0,1,1,['dp_world'],[],https://twitter.com/Dpj_001/status/1484150349032472576,False,,0,,,,,,,,"[{'screen_name': 'UNFCCC', 'name': 'UN Climate Change', 'id': '17463923'}, {'screen_name': 'EarthlingEco', 'name': 'Earthling', 'id': '1475804274500124676'}]",,,,
1482582133814136834,1482582133814136834,2022-01-16 06:15:00 CET,2022-01-16,06:15:00,+0100,1408348488262307844,dpj_001,Dp_WorlD....🕊️🕊️,,Never limit yourself because of others’ limited imagination; never limit others because of your own limited imagination. 👉Save Trees🌱 👉Save Earth🌍 #Save #Indian #Dp_WorlD  https://t.co/DoB3w2R80V,en,[],[],[],0,0,1,"['save', 'indian', 'dp_world']",[],https://twitter.com/Dpj_001/status/1482582133814136834,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1482582099685425157/pu/img/Wg30MzKgahPOSV2x.jpg,,,,,,,[],,,,
1479080975770726405,1479080975770726405,2022-01-06 14:22:39 CET,2022-01-06,14:22:39,+0100,2851614722,aswagalmal,Amro Zakaria Abdu,,#DP_World starts $1 bln port construction in #Senegal Article link:  https://t.co/cKMki1uKeI,en,[],['https://www.offshore-energy.biz/dp-world-starts-1-bln-port-construction-in-senegal/?utm_source=dlvr.it'],[],3,0,9,"['dp_world', 'senegal']",[],https://twitter.com/aswagalmal/status/1479080975770726405,False,,0,,,,,,,,[],,,,
1470705012376580099,1470705012376580099,2021-12-14 11:39:33 CET,2021-12-14,11:39:33,+0100,250161800,fbj_online,FBJ,,New post: DP World launches post-Brexit customs suite  https://t.co/6EP2ruyzs9 #Brexit #CNS #DP_World,en,[],['https://www.fbj-online.com/dp-world-launches-post-brexit-customs-suite/'],[],0,0,1,"['brexit', 'cns', 'dp_world']",[],https://twitter.com/FBJ_Online/status/1470705012376580099,False,,0,,,,,,,,[],,,,
1469946795111428099,1469946795111428099,2021-12-12 09:26:40 CET,2021-12-12,09:26:40,+0100,1148622799017336834,citoyen_celeste,Me Hugo Bon N.N.,,#RDC #port_banana  Signature de l'accord de construction du Port en eau profonde de #banana entre la #RDC et  #DP_World.  Sa matérialisation apportera un neauveau souffle à la province.  @FatshiNews a l'écoute du peuple. Merci #Fatshi.   https://t.co/Ouy93BYeDC,fr,"[{'screen_name': 'fatshinews', 'name': 'fatshi news', 'id': '1088513876809957376'}]",['https://www.facebook.com/219209344789796/posts/4877181148992569/?sfnsn=mo'],[],0,0,0,"['rdc', 'port_banana', 'banana', 'rdc', 'dp_world', 'fatshi']",[],https://twitter.com/Citoyen_Celeste/status/1469946795111428099,False,,0,,,,,,,,[],,,,
1457364016238452743,1457364016238452743,2021-11-07 16:07:12 CET,2021-11-07,16:07:12,+0100,4170258138,mamohammedazeem,Mohammed Azeem محمد عظيم,,#مساء_الخير من جناح #موانئ_دبي_العالمية في #إكسبو2020 #دبي.. عالم مترابط عبر قوة التدفق وشلال رقمي لا يفوت  #Expo2020Dubai  #DP_World  #مساء_البيان  #إكسبو_2020_دبي  #البيان_القارئ_دائما  https://t.co/GnponPhmNF,ar,[],[],[],0,0,0,"['مساء_الخير', 'موانئ_دبي_العالمية', 'إكسبو2020', 'دبي', 'expo2020dubai', 'dp_world', 'مساء_البيان', 'إكسبو_2020_دبي', 'البيان_القارئ_دائما']",[],https://twitter.com/MAMohammedAzeem/status/1457364016238452743,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1457363461793804289/pu/img/QFiIg98TizrB-8Fg.jpg,,,,,,,[],,,,
1452949594741121029,1452949594741121029,2021-10-26 12:45:52 CEST,2021-10-26,12:45:52,+0100,250161800,fbj_online,FBJ,,New post: DP World volumes soar  https://t.co/QIJNOtp8X5 #DP_World,en,[],['https://www.fbj-online.com/dp-world-volumes-soar/'],[],0,0,0,['dp_world'],[],https://twitter.com/FBJ_Online/status/1452949594741121029,False,,0,,,,,,,,[],,,,
1450759465230376970,1450759465230376970,2021-10-20 11:43:04 CEST,2021-10-20,11:43:04,+0100,250161800,fbj_online,FBJ,,New post: The supply chain made simple  https://t.co/dKTo3SQz4O #DP_World,en,[],['https://www.fbj-online.com/the-supply-chain-made-simple/'],[],0,0,0,['dp_world'],[],https://twitter.com/FBJ_Online/status/1450759465230376970,False,,0,,,,,,,,[],,,,
1448152723845783552,1448152723845783552,2021-10-13 07:04:49 CEST,2021-10-13,07:04:49,+0100,2872782998,argaamplus,Argaam Plus,,#Dubai-based #DP_World partners with UK’s CDC Group to create an investment platform to spend $1.72 billion over the next few years to develop ports and logistics in #Africa.,en,[],[],[],0,0,2,"['dubai', 'dp_world', 'africa']",[],https://twitter.com/ArgaamPlus/status/1448152723845783552,False,,0,,,,,,,,[],,,,
1447826961276051458,1447826961276051458,2021-10-12 09:30:21 CEST,2021-10-12,09:30:21,+0100,970287204370132993,qaranjobs,Qaran Jobs,,"#DP_World Grow announcement, Somaliland  https://t.co/UE04ScYxEd",en,[],['https://qaranjobs.com/job/grow-announcement-somaliland/'],[],0,0,0,['dp_world'],[],https://twitter.com/QaranJobs/status/1447826961276051458,False,,0,,,,,,,,[],,,,
1446744609829314560,1446744609829314560,2021-10-09 09:49:28 CEST,2021-10-09,09:49:28,+0100,2872782998,argaamplus,Argaam Plus,,"#Mawani, #DP_World start works on first phase of overhauling South Container Terminal project  https://t.co/Y7nsLb70st",en,[],['http://argaam.me/tsit50GoNuJ'],[],0,1,0,"['mawani', 'dp_world']",[],https://twitter.com/ArgaamPlus/status/1446744609829314560,False,,0,,,,,,,,[],,,,
1446479108389621767,1446479108389621767,2021-10-08 16:14:28 CEST,2021-10-08,16:14:28,+0100,970287204370132993,qaranjobs,Qaran Jobs,,"#DP_World is hiring Grow announcement, Somaliland  https://t.co/UE04ScYxEd",en,[],['https://qaranjobs.com/job/grow-announcement-somaliland/'],[],0,0,0,['dp_world'],[],https://twitter.com/QaranJobs/status/1446479108389621767,False,,0,,,,,,,,[],,,,
1444250232032841733,1444250232032841733,2021-10-02 12:37:42 CEST,2021-10-02,12:37:42,+0100,2872782998,argaamplus,Argaam Plus,,"#DP_World sees no early end to disruptions in global supply chains, which arose from #COVID19 lockdowns and an unexpectedly rapid recovery in demand, says Sultan Ahmed bin Sulayem.  https://t.co/vOB9bdzjyb",en,[],[],['https://pbs.twimg.com/media/FAsB7tqXIAAWJOE.jpg'],0,0,0,"['dp_world', 'covid19']",[],https://twitter.com/ArgaamPlus/status/1444250232032841733,False,,1,https://pbs.twimg.com/media/FAsB7tqXIAAWJOE.jpg,,,,,,,[],,,,
1443895919997603840,1443895919997603840,2021-10-01 13:09:48 CEST,2021-10-01,13:09:48,+0100,2872782998,argaamplus,Argaam Plus,,"#DP_World Chairman says a global shortage of shipping containers, caused by #supply_chain disruptions from #COVID-19 lockdowns and an unexpectedly rapid recovery in demand, is likely to intensify",en,[],[],[],0,1,1,"['dp_world', 'supply_chain', 'covid']",[],https://twitter.com/ArgaamPlus/status/1443895919997603840,False,,0,,,,,,,,[],,,,
1443895848094535692,1443895848094535692,2021-10-01 13:09:31 CEST,2021-10-01,13:09:31,+0100,2872782998,argaamplus,Argaam Plus,,"#DP_World Chairman rules out that #shipping disruptions will be resolved this year, expecting them to fade by the end of 2022",en,[],[],[],0,1,1,"['dp_world', 'shipping']",[],https://twitter.com/ArgaamPlus/status/1443895848094535692,False,,0,,,,,,,,[],,,,
1442460188833767431,1442460188833767431,2021-09-27 14:04:43 CEST,2021-09-27,14:04:43,+0100,250161800,fbj_online,FBJ,,New post: DP World promises more space in Stuttgart  https://t.co/K9qmkmPvjJ #DP_World #Stuttgart,en,[],['https://www.fbj-online.com/dp-world-promises-more-space-in-stuttgart/'],[],0,0,0,"['dp_world', 'stuttgart']",[],https://twitter.com/FBJ_Online/status/1442460188833767431,False,,0,,,,,,,,[],,,,
1428267829590216706,1428267769867427840,2021-08-19 10:09:21 CEST,2021-08-19,10:09:21,+0100,2872782998,argaamplus,Argaam Plus,,"@DP_World #DP_World posts a 21% rise YoY in H1 2021 revenues to $4.95 billion, from $4.0 billion in the year earlier period @DP_World",en,"[{'screen_name': 'dp_world', 'name': 'dp world', 'id': '159153710'}]",[],[],0,0,0,['dp_world'],[],https://twitter.com/ArgaamPlus/status/1428267829590216706,False,,0,,,,,,,,"[{'screen_name': 'DP_World', 'name': 'DP World', 'id': '159153710'}]",,,,
1428267769867427840,1428267769867427840,2021-08-19 10:09:06 CEST,2021-08-19,10:09:06,+0100,2872782998,argaamplus,Argaam Plus,,#DP_World’s H1 2021 net profit climbs 52% YoY to $475 million on higher revenue @DP_World,en,"[{'screen_name': 'dp_world', 'name': 'dp world', 'id': '159153710'}]",[],[],1,0,0,['dp_world'],[],https://twitter.com/ArgaamPlus/status/1428267769867427840,False,,0,,,,,,,,[],,,,
1421734214987358208,1421734214987358208,2021-08-01 09:27:06 CEST,2021-08-01,09:27:06,+0100,1261997039031930880,logisticbazaar,LogisticBazaar,,روسیه برای #ناوبری کشتی در قطب شمال با شرکت #لجستیکی در دبی برای یخگشایی قرارداد منعقد کرد. #DP_World شرکت برجسته لجستیکی، روز جمعه توافق کرد که با یک شرکت دولتی روسی در زمینه حمل و نقل در اقیانوس منجمد شمالی همکاری کند.,fa,[],[],[],0,0,0,"['ناوبری', 'لجستیکی', 'dp_world']",[],https://twitter.com/LogisticBazaar/status/1421734214987358208,False,,0,,,,,,,,[],,,,
1497574388820070405,1497574388820070405,2022-02-26 15:08:52 CET,2022-02-26,15:08:52,+0100,494172968,johnsjamesco,John S. James Co.,,"“The public and private investment that we’re seeing, as well as the number of people being drawn to the business, make Savannah the hottest market in the country for transportation &amp; logistics” - Griff Lynch, @GaPorts Executive Director  #gaports #growth  https://t.co/D5MxKdNmrS",en,"[{'screen_name': 'gaports', 'name': 'georgia ports', 'id': '2362911416'}]",['https://gaports.com/press-releases/port-of-savannah-to-grow-capacity-by-60-percent/'],[],0,0,0,"['gaports', 'growth']",[],https://twitter.com/JohnSJamesCo/status/1497574388820070405,False,,0,,,,,,,,[],,,,
1496990170062934019,1496990170062934019,2022-02-25 00:27:23 CET,2022-02-25,00:27:23,+0100,2362911416,gaports,Georgia Ports,,".@GovKemp, GPA Board Chairman Joel Wooten and GPA Executive Director Griff Lynch spoke to members of the media following the 2022 Savannah State of the Port address. The presentation highlighted capacity increases and infrastructure investments. #savsop #georgiaports #gaports  https://t.co/sDAUSK3jpE",en,"[{'screen_name': 'govkemp', 'name': 'governor brian p. kemp', 'id': '1064659902071808000'}]",[],['https://pbs.twimg.com/media/FMZgoD-XIAEQTpT.jpg'],1,0,15,"['savsop', 'georgiaports', 'gaports']",[],https://twitter.com/GaPorts/status/1496990170062934019,False,,1,https://pbs.twimg.com/media/FMZgoD-XIAEQTpT.jpg,,,,,,,[],,,,
1496933378725187587,1496933378725187587,2022-02-24 20:41:43 CET,2022-02-24,20:41:43,+0100,4218050589,_evansgc,Evans General Contractors,,Take a look at this cool video by Georgia Ports Authority to gain better prospective on the #crossdocking project Evans has underway with #gaports. Working hard to bring this vision to reality. #portofsavannah #evansdistribution,en,[],[],[],0,0,1,"['crossdocking', 'gaports', 'portofsavannah', 'evansdistribution']",[],https://twitter.com/_EvansGC/status/1496933378725187587,False,https://twitter.com/GaPorts/status/1496905270265630724,0,,,,,,,,[],,,,
1496916373511217154,1496916373511217154,2022-02-24 19:34:09 CET,2022-02-24,19:34:09,+0100,2362911416,gaports,Georgia Ports,,"STATE OF THE PORT: Capacity enhancements at the Port of Savannah will increase capacity by 60 percent, from 6 million twenty-foot equivalent container units to up to 9.5 million TEUs by 2025. Details:   https://t.co/SVDgvzcUh7 #SAVSOP #GeorgiaPorts #gaports @GovKemp  https://t.co/pmXuBmqURQ",en,"[{'screen_name': 'govkemp', 'name': 'governor brian p. kemp', 'id': '1064659902071808000'}]",['https://bit.ly/3LWUmuO'],['https://pbs.twimg.com/media/FMYdX99WUAU0wqu.jpg'],0,4,8,"['savsop', 'georgiaports', 'gaports']",[],https://twitter.com/GaPorts/status/1496916373511217154,False,,1,https://pbs.twimg.com/media/FMYdX99WUAU0wqu.jpg,,,,,,,[],,,,
